"SalesDate"|"StoreName"|"ProductName"|"SalesUnits"|"SalesRevenue"
20221004|Store3|Apple MacBook Air|1|2428.8000
20221005|Store6|Apple MacBook Air|1|2428.8000
20221005|Store1|Apple MacBook Air|1|2428.8000
20221029|Store1|Apple MacBook Air|1|2428.8000
20221002|Store7|Apple MacBook Pro|1|2068.1288
20221020|Store7|Apple MacBook Pro|1|2068.6516
20221021|Store7|Apple MacBook Pro|1|2068.6683
20221022|Store7|Apple MacBook Pro|1|2068.6766
20221004|Store3|Apple MacBook Pro|1|2068.2180
20221006|Store3|Apple MacBook Pro|1|2068.2655
20221007|Store3|Apple MacBook Pro|1|2068.3619
20221010|Store3|Apple MacBook Pro|1|2068.4162
20221014|Store3|Apple MacBook Pro|1|2068.6215
20221021|Store3|Apple MacBook Pro|1|2068.6683
20221022|Store3|Apple MacBook Pro|1|2068.6766
20221024|Store3|Apple MacBook Pro|1|2068.6766
20221030|Store3|Apple MacBook Pro|1|2068.6836
20221002|Store6|Apple MacBook Pro|1|2068.1288
20221004|Store6|Apple MacBook Pro|1|2068.1288
20221006|Store6|Apple MacBook Pro|1|2068.2655
20221009|Store6|Apple MacBook Pro|1|2068.3619
20221022|Store6|Apple MacBook Pro|3|6206.0297
20221023|Store6|Apple MacBook Pro|1|2068.6766
20221024|Store6|Apple MacBook Pro|1|2068.6766
20221029|Store6|Apple MacBook Pro|1|2068.6836
20221004|Store1|Apple MacBook Pro|1|2068.1288
20221006|Store1|Apple MacBook Pro|1|2068.2655
20221007|Store1|Apple MacBook Pro|1|2068.3619
20221009|Store1|Apple MacBook Pro|1|2068.3619
20221020|Store1|Apple MacBook Pro|1|2068.6516
20221022|Store1|Apple MacBook Pro|2|4137.3532
20221027|Store1|Apple MacBook Pro|1|2068.6813
20221005|Store2|Apple MacBook Pro|1|2068.8500
20221008|Store2|Apple MacBook Pro|1|2068.8500
20221017|Store4|Apple MacBook Pro|1|2068.8500
20221019|Store4|Apple MacBook Pro|1|2068.8500
20221005|Store3|Apple MacBook Pro|1|2068.8500
20221005|Store1|Apple MacBook Pro|1|2068.8500
20221005|Store2|Apple MacBook Pro|1|2068.2655
20221013|Store2|Apple MacBook Pro|1|2068.6215
20221014|Store2|Apple MacBook Pro|1|2068.6215
20221021|Store2|Apple MacBook Pro|2|4137.3532
20221022|Store2|Apple MacBook Pro|1|2068.6766
20221029|Store2|Apple MacBook Pro|1|2068.6836
20221023|Store5|Apple MacBook Pro|1|2068.6766
20221015|Store4|Apple MacBook Pro|1|2068.6215
20221016|Store4|Apple MacBook Pro|1|2068.6215
20221022|Store4|Apple MacBook Pro|1|2068.6766
20221023|Store4|Apple MacBook Pro|1|2068.6766
20221024|Store4|Apple MacBook Pro|2|4137.3532
20221026|Store4|Apple MacBook Pro|1|2068.6813
20221028|Store7|Apple MacBook Pro|1|2383.9500
20221029|Store7|Apple MacBook Pro|-1|-2383.9500
20221026|Store2|Apple MacBook Pro|1|2383.9500
20221029|Store2|Apple MacBook Pro|1|2383.9500
20221006|Store5|Apple MacBook Pro|1|2383.9500
20221016|Store5|Apple MacBook Pro|1|2383.9500
20221017|Store5|Apple MacBook Pro|1|2383.9500
20221023|Store5|Apple MacBook Pro|1|2383.9500
20221004|Store4|Apple MacBook Pro|1|2383.9500
20221005|Store4|Apple MacBook Pro|1|2383.9500
20221022|Store4|Apple MacBook Pro|1|2383.9500
20221001|Store3|Apple MacBook Pro|1|2383.9500
20221027|Store3|Apple MacBook Pro|1|2383.9500
20221029|Store3|Apple MacBook Pro|1|2383.9500
20221023|Store6|Apple MacBook Pro|2|4767.9000
20221024|Store6|Apple MacBook Pro|1|2383.9500
20221014|Store1|Apple MacBook Pro|1|2383.9500
20221020|Store1|Apple MacBook Pro|1|2383.9500
20221021|Store1|Apple MacBook Pro|3|7151.8500
20221029|Store1|Apple MacBook Pro|1|2383.9500
20221007|Store2|Apple MacBook Pro|1|2383.9500
20221015|Store2|Apple MacBook Pro|1|2383.9500
20221018|Store3|Apple MacBook Pro|1|2383.9500
20221020|Store1|Apple MacBook Pro|1|2383.9500
20221021|Store7|Apple MacBook Pro|2|4767.9000
20221025|Store7|Apple MacBook Pro|1|2383.9500
20221009|Store7|Samsung Galaxy Tab S|1|584.0965
20221022|Store7|Samsung Galaxy Tab S|1|584.0965
20221024|Store7|Samsung Galaxy Tab S|1|584.0965
20221029|Store7|Samsung Galaxy Tab S|1|584.0965
20221009|Store2|Samsung Galaxy Tab S|1|584.0965
20221010|Store4|Samsung Galaxy Tab S|2|1168.1930
20221012|Store4|Samsung Galaxy Tab S|1|584.0965
20221021|Store4|Samsung Galaxy Tab S|1|584.0965
20221030|Store4|Samsung Galaxy Tab S|1|584.0965
20221014|Store3|Samsung Galaxy Tab S|1|584.0965
20221023|Store3|Samsung Galaxy Tab S|-1|-584.0965
20221023|Store1|Samsung Galaxy Tab S|1|584.0965
20221026|Store1|Samsung Galaxy Tab S|1|584.0965
20221029|Store4|Samsung Galaxy Tab S|1|674.0955
20221024|Store6|Samsung Galaxy Tab S|1|674.0955
20221016|Store1|Samsung Galaxy Tab S|1|809.1055
20221028|Store1|Samsung Galaxy Tab S|1|809.1055
20221016|Store2|Samsung Galaxy Tab S|1|809.1055
20221004|Store4|Samsung Galaxy Tab S|1|809.1055
20221024|Store3|Samsung Galaxy Tab S|1|809.1055
20221013|Store2|Samsung Galaxy Tab S|1|989.1035
20221005|Store2|Samsung Galaxy Tab S|1|1619.0965
20221018|Store6|Samsung Galaxy Tab S|1|1619.0965
